epoch,train_loss,train_acc,val_loss,val_acc
76,0.06364543059891599,0.9900638750887154,0.3484477852238405,0.9455630936227951
77,0.061740181925426595,0.9906722092669573,0.31984834741543233,0.9498507462686567
78,0.05783814018376759,0.9914833215046132,0.35654569816718756,0.9489280868385346
79,0.054641684472506495,0.9917874885937341,0.29817333358275516,0.9572862957937585
80,0.055777648236656555,0.9922944337422691,0.3725087639612615,0.9483310719131615
81,0.0537062512079359,0.992699989861097,0.35181185129195897,0.9492537313432836
82,0.041858867942398535,0.9945249923958228,0.25195229392362256,0.960976933514247
83,0.04633642341645098,0.9925986008313901,0.3104244700288514,0.9563636363636364
84,0.061238535420110624,0.9922944337422691,0.3488227908808632,0.9496879240162822
85,0.07151190350822705,0.9901652641184224,0.32209361367989103,0.95842605156038
86,0.06354412984910872,0.9910777653857853,0.2950891766231128,0.9570691994572592
87,0.05741691764609906,0.9916860995640272,0.35577840101039554,0.9515875169606512
88,0.037864646115845,0.9942208253067019,0.33992236955356725,0.9526187245590231
89,0.04232255299096416,0.9941194362769948,0.35449457952659197,0.9496879240162822
90,0.05144014108813125,0.9943222143364088,0.3407594721320526,0.9518046132971506
91,0.03830124338850655,0.99361249112846,0.34723153278332713,0.9532157394843962
92,0.06038948693817411,0.9921930447125621,0.2938416836769642,0.9570691994572592
93,0.05545567455753933,0.9935111020987529,0.31172902149212733,0.9546811397557666
94,0.044064540849977775,0.9942208253067019,0.34064884063993733,0.9518046132971506
95,0.04116482507695439,0.9946263814255297,0.3448916656644244,0.9513161465400272
96,0.037085092226051844,0.9954374936631857,0.34823910118605095,0.9489280868385346
97,0.04477410180856596,0.9948291594849438,0.3275746956932658,0.951044776119403
98,0.052448948715903825,0.993308324039339,0.31681557665039434,0.9526187245590231
99,0.026971644227796042,0.9954374936631857,0.319609116161371,0.9550610583446404
